expression,reading,meaning,tags,parts_of_speech,group
協議,きょうぎ,"conference, discussion, negotiation",N3,noun,Communication
語句,ごく,"words, phrases",N3,noun,Communication
図る,はかる,"to plot, to attempt, to devise, to design, to refer A to B",N3,verb,Communication
代理,だいり,"representation, proxy, deputy",N3,noun,Communication
便り,たより,"news, correspondence, letter",N3,noun,Communication
単語,たんご,word; vocabulary,N3,noun,Communication
注文,ちゅうもん,"order, request",N3,noun,Communication
通訳,つうやく,interpretation; interpreter,N3,noun,Communication
提出,ていしゅつ,"presentation, submission, filing",N3,noun,Communication
発表,はっぴょう,announcement; publication; presentation,N3,noun,Communication
批評,ひひょう,"criticism, review, commentary",N3,noun,Communication
秘密,ひみつ,"secret, secrecy",N3,noun,Communication
表現,ひょうげん,"expression, presentation",N3,noun,Communication
報告,ほうこく,"report, information",N3,noun,Communication
訪問,ほうもん,"call, visit",N3,noun,Communication
視点,してん,"opinion, point of view, visual point",N3,noun,Communication
声明,せいめい,"declaration, statement, proclamation",N3,noun,Communication
デザイン,デザイン,design,N3,noun,Communication
伝言,でんごん,verbal message,N3,noun,Communication
版,はん,edition,N3,noun,Communication
票,ひょう,"label, ballot, sign",N3,noun,Communication
メッセージ,メッセージ,message,N3,noun,Communication
願い,ねがい,"desire, wish, request",N3,i-adjective,Communication
直ちに,ただちに,"at once, immediately",N3,adverb,Communication
幸せ,しあわせ,"happiness, blessing",N3,noun,Nature & Weather
自然,しぜん,"nature, spontaneous",N3,noun,Nature & Weather
霜,しも,frost,N3,noun,Nature & Weather
植物,しょくぶつ,"plant, vegetation",N3,noun,Nature & Weather
署名,しょめい,signature,N3,noun,Nature & Weather
スター,スター,star,N3,noun,Nature & Weather
制度,せいど,"system, institution",N3,noun,Nature & Weather
応じる,おうじる,"to adapt, to respond, to comply with",N3,verb,Nature & Weather
石炭,せきたん,coal,N3,noun,Nature & Weather
石油,せきゆ,"oil, petroleum, kerosene",N3,noun,Nature & Weather
空き,あき,"vacancy, opening, space",N3,noun,Nature & Weather
嵐,あらし,storm,N3,noun,Nature & Weather
岩,いわ,rock,N3,noun,Nature & Weather
衛星,えいせい,satellite,N3,noun,Nature & Weather
雷,かみなり,thunder,N3,noun,Nature & Weather
劣る,おとる,"to fall behind, to be inferior to",N3,verb,Nature & Weather
空,から,empty,N3,noun,Nature & Weather
河,かわ,"river, stream",N3,noun,Nature & Weather
気温,きおん,temperature (weather - not used for things),N3,noun,Nature & Weather
気候,きこう,climate,N3,noun,Nature & Weather
岸,きし,"bank, coast, shore",N3,noun,Nature & Weather
急激,きゅうげき,"sudden, precipitous, radical",N3,noun,Nature & Weather
霧,きり,"fog, mist",N3,noun,Nature & Weather
刈る,かる,"to cut (hair), to mow (grass), to harvest",N3,verb,Nature & Weather
現場,げんば,"actual spot, scene, field",N3,noun,Nature & Weather
航空,こうくう,"aviation, flying",N3,noun,Nature & Weather
幸福,こうふく,"happiness, blessedness",N3,noun,Nature & Weather
誤解,ごかい,misunderstanding,N3,noun,Nature & Weather
作物,さくもつ,"produce (e.g., agricultural), crops",N3,noun,Nature & Weather
桜,さくら,"cherry blossom, cherry tree",N3,noun,Nature & Weather
砂漠,さばく,desert,N3,noun,Nature & Weather
転ぶ,ころぶ,"to fall down, to fall over",N3,verb,Nature & Weather
土産,みやげ,souvenir,N3,noun,Nature & Weather
予期,よき,"expectation, forecast",N3,noun,Nature & Weather
予報,よほう,"forecast, prediction",N3,noun,Nature & Weather
陸,りく,"land, shore",N3,noun,Nature & Weather
航海,こうかい,"sail, voyage",N3,noun,Nature & Weather
太陽,たいよう,sun,N3,noun,Nature & Weather
大陸,たいりく,continent,N3,noun,Nature & Weather
抜ける,ぬける,"to come out, to fall out, to be omitted",N3,verb,Nature & Weather
谷,たに,valley,N3,noun,Nature & Weather
種,たね,seed; material; cause,N3,noun,Nature & Weather
地平線,ちへいせん,horizon,N3,noun,Nature & Weather
通信,つうしん,"correspondence, communications",N3,noun,Nature & Weather
土,つち,"earth, soil",N3,noun,Nature & Weather
梅雨,つゆ,rainy season,N3,noun,Nature & Weather
天然,てんねん,"nature, spontaneity",N3,noun,Nature & Weather
振る,ふる,"to wave, to shake; to sprinkle; to cast (actor)",N3,verb,Nature & Weather
登山,とざん,mountain-climbing,N3,noun,Nature & Weather
土地,とち,"plot of land, lot, soil",N3,noun,Nature & Weather
波,なみ,wave,N3,noun,Nature & Weather
根,ね,root,N3,noun,Nature & Weather
野,の,field,N3,noun,Nature & Weather
場,ば,"place, field (physics)",N3,noun,Nature & Weather
梅雨,ばいう,rainy season,N3,noun,Nature & Weather
蒔く,まく,to sow (seeds),N3,verb,Nature & Weather
畑,はたけ,"field, patch",N3,noun,Nature & Weather
原,はら,"field, plain",N3,noun,Nature & Weather
風景,ふうけい,scenery,N3,noun,Nature & Weather
宝石,ほうせき,"gem, jewel",N3,noun,Nature & Weather
松,まつ,pine tree,N3,noun,Nature & Weather
露,つゆ,dew,N3,noun,Nature & Weather
陽気,ようき,"season, weather, cheerfulness",N3,na-adjective,Nature & Weather
猿,さる,monkey,N3,noun,Animals & Nature
刺激,しげき,"stimulus, impetus, incentive",N3,noun,Animals & Nature
集中,しゅうちゅう,"concentration, focusing the mind",N3,noun,Animals & Nature
示す,しめす,"to show, to indicate",N3,verb,Animals & Nature
出版,しゅっぱん,publication,N3,noun,Animals & Nature
食糧,しょくりょう,"provisions, rations",N3,noun,Animals & Nature
巣,す,"nest, breeding place",N3,noun,Animals & Nature
追い付く,おいつく,"to overtake, to catch up (with)",N3,verb,Animals & Nature
図,ず,"figure, drawing, illustration",N3,noun,Animals & Nature
正確,せいかく,"accurate, punctuality, exact",N3,noun,Animals & Nature
印象,いんしょう,impression,N3,noun,Animals & Nature
掻く,かく,to scratch,N3,verb,Animals & Nature
兎,うさぎ,"rabbit, hare",N3,noun,Animals & Nature
牛,うし,"cattle, cow",N3,noun,Animals & Nature
馬,うま,horse; promoted bishop (in Japanese chess known as shogi),N3,noun,Animals & Nature
刺す,さす,"to sting, to bite (e.g., bug), to prick, to stab",N3,verb,Animals & Nature
永遠,えいえん,"eternity, perpetuity, immortality",N3,noun,Animals & Nature
永久,えいきゅう,"eternity, perpetuity, immortality",N3,noun,Animals & Nature
蚊,か,mosquito,N3,noun,Animals & Nature
申し込む,もうしこむ,"to apply for, to make an application",N3,verb,Animals & Nature
快適,かいてき,"pleasant, agreeable",N3,noun,Animals & Nature
拡大,かくだい,"magnification, enlargement",N3,noun,Animals & Nature
籠,かご,"basket, cage",N3,noun,Animals & Nature
戦う,たたかう,"to fight, to compete, to battle",N3,verb,Animals & Nature
火災,かさい,"conflagration, fire",N3,noun,Animals & Nature
飾り,かざり,decoration,N3,noun,Animals & Nature
感心,かんしん,admiration,N3,noun,Animals & Nature
通じる,つうじる,"to run to, to lead to, to communicate",N3,verb,Animals & Nature
乾燥,かんそう,"dry, arid, dehydrated",N3,noun,Animals & Nature
記念,きねん,"commemoration, memory",N3,noun,Animals & Nature
経営,けいえい,"management, administration",N3,noun,Animals & Nature
取り上げる,とりあげる,"to take up, to pick up; to confiscate",N3,verb,Animals & Nature
けち,けち,"stinginess, miser",N3,noun,Animals & Nature
現象,げんしょう,phenomenon,N3,noun,Animals & Nature
免許,めんきょ,"license, permit, certificate",N3,noun,Animals & Nature
馴れる,なれる,"to become domesticated, to become tame",N3,verb,Animals & Nature
有利,ゆうり,"advantageous, better",N3,noun,Animals & Nature
愉快,ゆかい,"pleasant, happy",N3,noun,Animals & Nature
尾,お,"tail, ridge",N3,noun,Animals & Nature
離す,はなす,"to part, to separate",N3,verb,Animals & Nature
刊行,かんこう,"publication, issue",N3,noun,Animals & Nature
官僚,かんりょう,"bureaucrat, bureaucracy",N3,noun,Animals & Nature
象,ぞう,elephant,N3,noun,Animals & Nature
放す,はなす,"to separate, to set free",N3,verb,Animals & Nature
装置,そうち,"equipment, installation, apparatus",N3,noun,Animals & Nature
速度,そくど,"speed, velocity, rate",N3,noun,Animals & Nature
翼,つばさ,wings,N3,noun,Animals & Nature
吠える,ほえる,"to bark, to howl",N3,verb,Animals & Nature
デモ,デモ,"demo, demonstration",N3,noun,Animals & Nature
虎,とら,tiger,N3,noun,Animals & Nature
鼠,ねずみ,"mouse, rat",N3,noun,Animals & Nature
撒く,まく,"to scatter, to sprinkle, to sow",N3,verb,Animals & Nature
馬鹿,ばか,"fool, idiot",N3,noun,Animals & Nature
発行,はっこう,issue (publications),N3,noun,Animals & Nature
羽,はね,wing,N3,noun,Animals & Nature
説く,とく,"to explain, to advocate",N3,verb,Animals & Nature
必死,ひっし,"desperation, frantic, inevitable result",N3,noun,Animals & Nature
人込み,ひとごみ,crowd of people,N3,noun,Animals & Nature
微妙,びみょう,"delicate, subtle",N3,noun,Animals & Nature
馴らす,ならす,"to domesticate, to tame",N3,verb,Animals & Nature
変更,へんこう,"change, modification, alteration",N3,noun,Animals & Nature
保証,ほしょう,"guarantee, assurance, warranty",N3,noun,Animals & Nature
修飾,しゅうしょく,ornamentation; modification (gram),N3,noun,Animals & Nature
仕様,しよう,"way, method, specification",N3,noun,Animals & Nature
保障,ほしょう,"guarantee, security, warranty",N3,noun,Animals & Nature
マスコミ,マスコミ,mass communication,N3,noun,Animals & Nature
祝い,いわい,"celebration, festival",N3,i-adjective,Animals & Nature
詳しい,くわしい,detailed; full; accurate,N3,i-adjective,Animals & Nature
まぶしい,まぶしい,"dazzling, radiant",N3,i-adjective,Animals & Nature
きちんと,きちんと,"precisely, accurately",N3,na-adjective,Animals & Nature
巨大,きょだい,"huge, gigantic, enormous",N3,na-adjective,Animals & Nature
まあ,まあ,well (used when making a modest or hesitant statement),N3,na-adjective,Animals & Nature
精巧,せいこう,"elaborate, delicate, exquisite",N3,na-adjective,Animals & Nature
とにかく,とにかく,"anyhow, at any rate, anyway",N3,adverb,Animals & Nature
感謝,かんしゃ,"thanks, gratitude",N3,expression,Animals & Nature
修理,しゅうり,"repairing, mending",N3,noun,Actions & Movement
沈む,しずむ,to sink; to feel depressed,N3,verb,Actions & Movement
順,じゅん,"order, turn",N3,noun,Actions & Movement
過ごす,すごす,"to pass, to spend (time)",N3,verb,Actions & Movement
神経,しんけい,"nerve, sensitivity",N3,noun,Actions & Movement
済ませる,すませる,to be finished,N3,verb,Actions & Movement
親友,しんゆう,"close friend, buddy",N3,noun,Actions & Movement
挙げる,あげる,"to raise; to list, to cite",N3,verb,Actions & Movement
推薦,すいせん,recommendation,N3,noun,Actions & Movement
合わせる,あわせる,to combine,N3,verb,Actions & Movement
末,すえ,"the end of, powder",N3,noun,Actions & Movement
埋める,うめる,"to bury, to fill up, to fill (a seat, a vacant position)",N3,verb,Actions & Movement
スタンド,スタンド,stand,N3,noun,Actions & Movement
裏切る,うらぎる,"to betray, to turn traitor",N3,verb,Actions & Movement
性,せい,"sex, gender",N3,noun,Actions & Movement
終える,おえる,to finish,N3,verb,Actions & Movement
整理,せいり,"sorting, arrangement",N3,noun,Actions & Movement
押える,おさえる,"to stop, to restrain, to press down",N3,verb,Actions & Movement
集まり,あつまり,"gathering, meeting, collection",N3,noun,Actions & Movement
降ろす,おろす,"to take down, to launch, to drop",N3,verb,Actions & Movement
位置,いち,"place, position",N3,noun,Actions & Movement
帰す,かえす,to send back,N3,verb,Actions & Movement
可,か,passable,N3,noun,Actions & Movement
抱える,かかえる,to hold or carry under or in the arms,N3,verb,Actions & Movement
開始,かいし,"start, commencement, beginning",N3,noun,Actions & Movement
重ねる,かさねる,"to pile up, to put something on another, to heap up",N3,verb,Actions & Movement
我慢,がまん,"patience, endurance, perseverance",N3,noun,Actions & Movement
片付く,かたづく,"to put in order, to solve",N3,verb,Actions & Movement
帰宅,きたく,returning home,N3,noun,Actions & Movement
代る,かわる,"to take the place of, to relieve, to be substituted for",N3,verb,Actions & Movement
逆,ぎゃく,"reverse, opposite",N3,noun,Actions & Movement
切れる,きれる,"to cut well, to be sharp; to break (off)",N3,verb,Actions & Movement
建設,けんせつ,"construction, foundation",N3,noun,Actions & Movement
下る,くだる,"to get down, to descend",N3,verb,Actions & Movement
建築,けんちく,"construction, architecture",N3,noun,Actions & Movement
組む,くむ,to put together,N3,verb,Actions & Movement
攻撃,こうげき,"attack, strike, offensive",N3,noun,Actions & Movement
越える,こえる,"to exceed, to cross over, to cross",N3,verb,Actions & Movement
より,より,"twist, ply",N3,noun,Actions & Movement
超える,こえる,"to exceed, to cross over, to cross",N3,verb,Actions & Movement
理解,りかい,"understanding, comprehension",N3,noun,Actions & Movement
超す,こす,"to cross, to pass, to tide over",N3,verb,Actions & Movement
連続,れんぞく,"consecutive, continuity, continuing",N3,noun,Actions & Movement
挿す,さす,"to insert, to put in, to graft",N3,verb,Actions & Movement
